,note_countlog,wcount,hour,aspect_ratio,freq_tags,Popularity
301,1.07918124605,0.0,20,0.806451612903,0,Followed
302,0.0,26.0,20,1.0,2,NotFollowed
303,1.0,0.0,20,0.801282051282,0,Followed
304,0.0,3.0,20,1.0,0,NotFollowed
305,0.0,46.0,20,1.33333333333,3,NotFollowed
306,0.0,54.0,20,0.8,5,NotFollowed
307,0.301029995664,5.0,20,1.0,0,Followed
308,0.0,7.0,20,1.5,3,NotFollowed
309,1.07918124605,0.0,20,0.894454382826,0,Followed
310,0.0,48.0,19,1.37229987293,5,NotFollowed
311,0.0,42.0,19,1.29496402878,0,NotFollowed
312,0.0,13.0,19,0.799833194327,2,NotFollowed
313,0.0,234.0,19,0.8,11,NotFollowed
314,0.0,235.0,19,1.0,11,NotFollowed
315,0.0,25.0,19,,1,NotFollowed
316,0.0,21.0,19,0.821948488239,4,NotFollowed
317,0.0,20.0,19,0.800718132853,4,NotFollowed
318,0.0,18.0,19,1.0,0,NotFollowed
319,0.0,18.0,19,1.0,4,NotFollowed
320,0.0,107.0,19,1.00334448161,2,NotFollowed
321,0.0,51.0,19,0.8,7,NotFollowed
322,0.602059991328,0.0,19,1.0,0,Followed
323,1.66275783168,5.0,19,1.50058616647,1,Popular
324,0.47712125472,7.0,18,1.49700598802,2,Followed
325,0.0,95.0,18,0.800163800162,5,NotFollowed
326,0.0,5.0,18,0.8,0,NotFollowed
327,0.903089986992,0.0,18,0.806451612903,0,Followed
328,0.301029995664,1.0,18,0.681012658227,5,Followed
329,0.0,40.0,18,1.0,2,NotFollowed
330,0.47712125472,1.0,18,0.930693069304,2,Followed
331,0.845098040014,0.0,18,0.810372771475,0,Followed
332,1.27875360095,0.0,18,0.666666666667,1,Popular
333,0.47712125472,12.0,18,0.831460674159,0,Followed
334,0.0,2.0,18,0.688231245699,1,NotFollowed
335,0.0,2.0,18,0.667372881357,1,NotFollowed
336,0.301029995664,0.0,18,0.621118012422,1,Followed
337,1.34242268082,9.0,18,1.0,1,Popular
338,0.0,4.0,17,1.0,0,NotFollowed
339,1.56820172407,5.0,17,0.666666666667,1,Popular
340,0.301029995664,45.0,17,1.0,6,Followed
341,0.301029995664,30.0,17,1.0,10,Followed
342,0.0,13.0,17,0.799843627832,1,NotFollowed
343,0.47712125472,41.0,17,1.33333333333,13,Followed
344,0.301029995664,32.0,17,1.0,0,Followed
345,0.0,36.0,17,1.33333333333,13,NotFollowed
346,0.0,30.0,17,1.0,16,NotFollowed
347,0.0,36.0,17,1.0,4,NotFollowed
348,0.0,39.0,17,1.20967741935,1,NotFollowed
349,0.301029995664,0.0,17,0.801136363639,1,Followed
350,0.602059991328,0.0,17,1.34048257373,0,Followed
351,0.0,24.0,17,1.33333333333,2,NotFollowed
352,0.0,36.0,17,1.0,2,NotFollowed
353,0.0,4.0,17,0.562499999999,2,NotFollowed
354,0.0,30.0,17,1.0,2,NotFollowed
355,0.0,45.0,17,1.0,4,NotFollowed
356,1.11394335231,0.0,17,0.805152979066,0,Popular
357,0.0,30.0,17,1.0,5,NotFollowed
358,0.0,33.0,16,1.0,0,NotFollowed
359,0.0,0.0,16,0.666666666667,1,NotFollowed
360,0.47712125472,0.0,16,0.666666666667,1,Followed
361,0.0,0.0,16,,9,NotFollowed
362,0.0,41.0,16,1.01180438449,1,NotFollowed
363,0.301029995664,30.0,16,1.0,7,Followed
364,1.17609125906,0.0,16,0.749625187406,0,Popular
365,0.0,8.0,16,1.0,1,NotFollowed
366,0.0,34.0,16,1.0,0,NotFollowed
367,0.0,12.0,15,1.04166666667,2,NotFollowed
368,0.0,2.0,15,0.472457627119,0,NotFollowed
369,1.23044892138,7.0,15,0.666666666667,2,Popular
370,0.301029995664,4.0,15,0.471631205674,0,Followed
371,0.0,8.0,15,0.405990016639,0,NotFollowed
372,1.20411998266,0.0,15,0.809061488673,0,Popular
373,0.301029995664,0.0,15,1.5015015015,0,Followed
374,0.0,37.0,15,1.0,1,NotFollowed
375,0.0,11.0,15,0.914158305466,2,NotFollowed
376,0.0,30.0,15,0.8,16,NotFollowed
377,0.0,26.0,15,1.0,4,NotFollowed
378,0.0,12.0,15,1.0,0,NotFollowed
379,0.0,2.0,14,1.0,0,NotFollowed
380,0.0,4.0,14,1.0,0,NotFollowed
381,0.0,7.0,14,1.0,0,NotFollowed
382,0.602059991328,81.0,14,1.0,2,Followed
383,0.0,33.0,14,1.0,3,NotFollowed
384,0.0,16.0,14,0.8,5,NotFollowed
385,0.47712125472,16.0,14,0.8,5,Followed
386,0.0,14.0,14,0.8,4,NotFollowed
387,0.0,28.0,14,1.0,9,NotFollowed
388,0.0,7.0,14,0.802345058629,0,NotFollowed
389,0.0,11.0,14,1.49700598802,0,NotFollowed
390,1.0,0.0,14,0.805152979066,0,Followed
391,1.0,0.0,14,1.01419878296,0,Followed
392,0.778151250384,0.0,14,0.805152979066,0,Followed
393,0.301029995664,0.0,14,0.666666666667,1,Followed
394,0.0,40.0,14,1.0,0,NotFollowed
395,0.47712125472,27.0,14,0.800593031878,2,Followed
396,0.903089986992,0.0,14,1.0,0,Followed
397,0.47712125472,20.0,14,1.0,2,Followed
398,0.0,31.0,14,1.0,11,NotFollowed
399,0.301029995664,35.0,14,1.39534883721,1,Followed
400,0.0,17.0,14,0.8,4,NotFollowed
401,0.301029995664,17.0,14,0.8,4,Followed
402,0.0,17.0,14,0.8,4,NotFollowed
403,0.0,23.0,14,0.8,0,NotFollowed
404,0.47712125472,30.0,13,0.8,2,Followed
405,1.07918124605,7.0,13,0.666666666667,2,Followed
406,0.47712125472,17.0,13,0.819423368741,5,Followed
407,0.0,41.0,13,1.0,6,NotFollowed
408,0.0,38.0,13,1.0,6,NotFollowed
409,0.0,21.0,13,0.8,3,NotFollowed
410,0.0,36.0,13,0.79893475366,1,NotFollowed
411,0.0,27.0,13,0.8,0,NotFollowed
412,0.0,36.0,13,0.802139037431,1,NotFollowed
413,0.778151250384,0.0,13,0.806451612903,0,Followed
414,0.0,5.0,13,0.666406250001,1,NotFollowed
415,0.0,57.0,13,0.890354492991,10,NotFollowed
416,1.14612803568,0.0,13,0.666666666667,0,Popular
417,0.0,55.0,13,1.77924217463,10,NotFollowed
418,0.0,26.0,13,1.38248847926,1,NotFollowed
419,0.0,34.0,13,0.799628942488,11,NotFollowed
420,0.0,27.0,13,1.0,1,NotFollowed
421,0.0,0.0,13,0.8,1,NotFollowed
422,0.0,64.0,12,1.31868131868,2,NotFollowed
423,2.22530928173,13.0,12,0.666666666667,3,Popular
424,1.76342799356,13.0,12,0.666666666667,3,Popular
425,0.0,26.0,12,1.01867572156,1,NotFollowed
426,0.0,32.0,12,1.0,3,NotFollowed
427,0.0,61.0,12,0.995024875622,1,NotFollowed
428,0.0,41.0,12,1.0,5,NotFollowed
429,0.0,28.0,12,1.50627615063,1,NotFollowed
430,0.0,33.0,12,0.799116997792,3,NotFollowed
431,1.04139268516,0.0,12,0.809061488673,0,Followed
432,0.301029995664,0.0,12,0.807754442649,0,Followed
433,0.0,24.0,12,1.60485651214,6,NotFollowed
434,0.0,7.0,12,0.80017079419,1,NotFollowed
435,0.698970004336,22.0,12,1.0,5,Followed
436,0.0,41.0,12,,1,NotFollowed
437,0.0,8.0,12,1.0582010582,3,NotFollowed
438,0.0,7.0,12,1.5,1,NotFollowed
439,1.04139268516,0.0,12,0.8,0,Followed
440,0.0,36.0,11,1.21951219512,1,NotFollowed
441,0.0,24.0,11,1.4025974026,0,NotFollowed
442,0.0,20.0,11,0.980926430522,2,NotFollowed
443,0.0,15.0,11,0.8,0,NotFollowed
444,0.0,2.0,11,0.922938162953,1,NotFollowed
445,0.301029995664,8.0,11,1.00558659218,0,Followed
446,0.778151250384,7.0,11,0.666666666667,2,Followed
447,0.301029995664,26.0,11,1.0,4,Followed
448,0.0,21.0,11,,2,NotFollowed
449,0.0,34.0,11,0.8,2,NotFollowed
450,0.0,41.0,10,1.0,3,NotFollowed
451,0.0,0.0,10,0.667187500001,1,NotFollowed
452,0.602059991328,7.0,9,1.5,2,Followed
453,0.47712125472,7.0,9,1.5,1,Followed
454,0.47712125472,7.0,9,1.49882903981,1,Followed
455,0.0,47.0,9,1.0,8,NotFollowed
456,0.0,47.0,9,1.0,8,NotFollowed
457,0.0,15.0,9,,6,NotFollowed
458,2.40140054078,5.0,9,0.666406250001,1,Popular
459,0.0,25.0,8,0.800300300299,2,NotFollowed
460,0.0,7.0,8,1.49700598802,2,NotFollowed
461,0.0,3.0,8,1.33333333333,1,NotFollowed
462,0.0,11.0,8,0.931677018636,1,NotFollowed
463,0.301029995664,3.0,8,1.4953271028,2,Followed
464,0.0,33.0,8,0.799132947976,2,NotFollowed
465,0.0,25.0,8,1.0,9,NotFollowed
466,0.0,9.0,8,0.799799799802,2,NotFollowed
467,0.0,11.0,8,1.0,0,NotFollowed
468,0.0,6.0,7,0.666666666667,1,NotFollowed
469,0.0,3.0,7,0.468354430379,1,NotFollowed
470,0.47712125472,4.0,7,0.666666666667,1,Followed
471,0.301029995664,37.0,7,1.50417827298,10,Followed
472,0.301029995664,0.0,7,0.800593031878,6,Followed
473,0.47712125472,57.0,7,1.0,0,Followed
474,0.0,4.0,7,1.0,0,NotFollowed
475,0.0,10.0,7,1.0,0,NotFollowed
476,0.0,49.0,7,1.0,1,NotFollowed
477,1.34242268082,0.0,7,0.809061488673,0,Popular
478,0.0,30.0,7,1.0,1,NotFollowed
479,0.301029995664,0.0,6,,8,Followed
480,0.0,2.0,6,0.74985354423,0,NotFollowed
481,0.0,37.0,6,1.25626740947,15,NotFollowed
482,0.0,19.0,6,0.92307692308,4,NotFollowed
483,0.0,13.0,6,0.799758745474,2,NotFollowed
484,0.0,13.0,6,0.799758745474,2,NotFollowed
485,0.301029995664,42.0,6,1.0,2,Followed
486,0.301029995664,42.0,6,1.0,2,Followed
487,0.0,17.0,6,1.0,3,NotFollowed
488,0.0,5.0,6,1.51898734177,0,NotFollowed
489,0.0,4.0,6,1.5,0,NotFollowed
490,0.698970004336,0.0,6,0.8038585209,0,Followed
491,0.698970004336,0.0,6,1.0101010101,0,Followed
492,0.301029995664,0.0,6,0.805152979066,0,Followed
493,0.0,46.0,6,1.02915951973,3,NotFollowed
494,0.602059991328,4.0,6,0.665625,0,Followed
495,0.301029995664,53.0,5,0.8,0,Followed
496,0.0,11.0,5,1.0,4,NotFollowed
497,0.47712125472,0.0,5,0.806451612903,0,Followed
498,0.47712125472,0.0,5,1.00401606426,0,Followed
499,0.903089986992,0.0,5,0.806451612903,0,Followed
500,0.301029995664,0.0,5,1.0101010101,0,Followed
501,0.47712125472,26.0,5,1.0,1,Followed
502,0.0,37.0,5,0.8,5,NotFollowed
503,0.0,71.0,5,0.8,3,NotFollowed
504,0.0,42.0,5,1.0,3,NotFollowed
505,0.0,16.0,5,0.8,7,NotFollowed
506,0.0,18.0,5,1.0,7,NotFollowed
507,0.0,53.0,5,0.833333333333,9,NotFollowed
508,0.0,13.0,5,0.801001251564,4,NotFollowed
509,0.301029995664,54.0,4,0.800593031878,0,Followed
510,0.301029995664,0.0,4,1.50058616647,2,Followed
511,0.0,40.0,4,1.49253731343,2,NotFollowed
512,0.0,70.0,4,0.847457627119,1,NotFollowed
513,0.301029995664,30.0,4,1.0,16,Followed
514,1.34242268082,7.0,4,1.49700598802,2,Popular
515,0.0,40.0,4,1.0,2,NotFollowed
516,0.0,29.0,3,1.33333333333,0,NotFollowed
517,0.0,30.0,3,1.0,1,NotFollowed
518,0.0,47.0,3,1.24481327801,2,NotFollowed
519,0.0,43.0,3,1.0,5,NotFollowed
520,0.301029995664,4.0,3,0.665625,0,Followed
521,0.0,15.0,3,1.0,1,NotFollowed
522,0.0,27.0,2,1.0,2,NotFollowed
523,0.0,19.0,2,1.0,2,NotFollowed
524,0.0,12.0,2,0.8,0,NotFollowed
525,0.47712125472,0.0,2,0.70859375,2,Followed
